DrugID	DrugName	AvgRank	AvgScore
DB00570	Vinblastine	268.8	39.01692
DB13174	Rhein	269.8	38.845207
DB01248	Docetaxel	270.2	39.01391
DB00779	Nalidixic acid	272.8	39.892345
DB01303	Oxtriphylline	273.8	38.923264
DB00235	Milrinone	275.0	39.216545
DB08934	Sofosbuvir	275.4	40.34298
DB00518	Albendazole	275.6	38.791664
DB07954	3-isobutyl-1-methyl-7H-xanthine	278.2	38.897453
DB01017	Minocycline	283.0	40.032154
DB07677	2-methyl-3,5,7,8-tetrahydro-4H-thiopyrano[4,3-d]pyrimidin-4-one	284.4	38.915485
DB00313	Valproic acid	284.4	38.95319
DB00806	Pentoxifylline	284.6	38.73164
DB01852	Kaempherol	285.0	40.805103
DB01138	Sulfinpyrazone	289.4	39.197105
DB11590	Thimerosal	289.4	39.084824
DB00643	Mebendazole	295.4	38.778175
DB05412	Talmapimod	296.2	38.643574
DB08930	Dolutegravir	297.2	39.074543
DB00459	Acitretin	297.4	38.932945
DB00879	Emtricitabine	298.4	38.81642
DB01169	Arsenic trioxide	298.4	39.77584
DB11693	Voclosporin	301.4	38.89538
DB05266	Ibudilast	303.4	38.711292
DB08912	Dabrafenib	305.4	38.613853
DB08299	4-[8-(3-nitrophenyl)-1,7-naphthyridin-6-yl]benzoic acid	310.4	38.609806
DB04444	Tetrafluoroaluminate Ion	310.8	39.206608
DB14769	Pamiparib	312.2	38.576843
DB03203	Sphingosine	312.8	39.602505
DB03793	Benzoic acid	313.6	40.506905
DB00233	Aminosalicylic acid	314.2	38.689873
DB01685	Topiroxostat	315.0	38.73785
DB00316	Acetaminophen	315.6	38.633656
DB00787	Acyclovir	316.4	40.220356
DB12340	Navitoclax	318.0	38.84689
DB09327	Tegafur-uracil	318.2	39.066933
DB08820	Ivacaftor	318.4	38.48361
DB03366	Imidazole	319.2	39.459167
DB00688	Mycophenolate mofetil	319.4	39.443542
DB08844	Uric acid	321.2	39.120613
DB03814	2-(N-Morpholino)-Ethanesulfonic Acid	322.2	38.746227
DB01065	Melatonin	322.4	38.46593
DB00526	Oxaliplatin	324.2	38.821976
DB00705	Delavirdine	327.6	38.91932
DB09221	Polaprezinc	328.2	38.75876
DB00426	Famciclovir	329.4	39.475468
DB07935	5-[(5-fluoro-3-methyl-1H-indazol-4-yl)oxy]benzene-1,3-dicarbonitrile	331.8	38.457592
DB00958	Carboplatin	332.0	38.815998
DB01250	Olsalazine	333.8	39.215034
DB00227	Lovastatin	335.8	38.841484
DB00205	Pyrimethamine	336.8	38.70101
DB02362	Aminobenzoic acid	338.2	39.57538
DB08701	2-(3-BROMOPHENYL)-6-[(2-HYDROXYETHYL)AMINO]-1H-BENZO[DE]ISOQUINOLINE-1,3(2H)-DIONE	342.0	39.296856
DB01034	Cerulenin	342.2	40.29972
DB00651	Dyphylline	343.4	38.4466
DB02532	2,4,6-Triaminoquinazoline	344.8	39.051308
DB00730	Thiabendazole	344.8	38.449043
DB12116	Epigallocatechin gallate	345.2	39.505955
DB01024	Mycophenolic acid	345.2	39.643497
DB01030	Topotecan	346.0	38.391182
DB00936	Salicylic acid	347.8	38.65371
DB00448	Lansoprazole	351.2	38.465683
DB01087	Primaquine	356.8	38.26595
DB06263	Amrubicin	357.2	38.354973
DB01094	Hesperetin	359.2	38.568054
DB00943	Zalcitabine	361.0	38.57305
DB01048	Abacavir	362.2	38.451916
DB00877	Sirolimus	363.6	38.698975
DB08814	Triflusal	364.0	38.33269
DB11760	Talazoparib	366.6	38.295788
DB00441	Gemcitabine	366.8	38.712257
DB09074	Olaparib	370.4	38.208427
DB08910	Pomalidomide	370.6	38.25339
DB13874	Enasidenib	370.8	38.81577
DB03496	Alvocidib	371.6	39.067333
DB00926	Etretinate	371.6	38.405735
DB00716	Nedocromil	373.2	38.62052
DB02266	Flufenamic acid	374.6	38.313057
DB01394	Colchicine	375.6	38.199116
DB01698	Rutin	376.2	38.493614
DB00900	Didanosine	376.2	38.522484
DB03900	2-Methyl-2-Propanol	376.4	38.550037
DB06603	Panobinostat	376.8	38.261475
DB12001	Abemaciclib	378.2	38.489258
DB08235	N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide	378.8	38.613914
DB04674	2-HYDROXY-3,5-DIIODOBENZOIC ACID	380.2	38.264797
DB00946	Phenprocoumon	386.2	39.065056
DB01954	Rolipram	386.4	38.167877
DB00970	Dactinomycin	388.0	38.95977
DB01029	Irbesartan	388.8	38.46007
DB14122	Dihydroxymethoxychalcone	389.8	38.535957
DB00437	Allopurinol	391.4	38.379353
DB09401	Isosorbide	394.4	38.610184
DB00693	Fluorescein	395.2	38.358757
DB06817	Raltegravir	397.0	38.97133
DB01243	Chloroxine	398.2	38.127697
DB03758	Radicicol	399.0	38.643448
DB02495	9-(4-hydroxybutyl)-N2-phenylguanine	400.0	40.118946
DB09570	Ixazomib	400.4	39.10771
DB01611	Hydroxychloroquine	403.4	38.31855
DB00140	Riboflavin	404.2	39.189404
DB00974	Edetic acid	405.0	38.075024
DB09270	Ubidecarenone	405.0	38.82624
DB07711	(2S,3R)-3-(6-amino-9H-purin-9-yl)nonan-2-ol	405.8	38.11567
DB08734	6,6-DIMETHYL-1-[3-(2,4,5-TRICHLOROPHENOXY)PROPOXY]-1,6-DIHYDRO-1,3,5-TRIAZINE-2,4-DIAMINE	408.4	38.186497
DB04813	Bithionol	409.8	38.496845
DB07767	Ferulic acid	412.8	38.549713
DB04638	2,5-DI-(TERT-BUTYL)-1,4,BENZOHYDROQUINONE	413.6	38.68032
DB00698	Nitrofurantoin	415.8	38.111443
DB11681	Tofimilast	417.8	37.968437
DB15584	Luteolin	418.4	39.520245
DB00987	Cytarabine	419.2	38.38857
DB01650	trans-2-hydroxycinnamic acid	420.0	38.03414
DB00369	Cidofovir	420.4	40.175488
DB04297	7-[4-(Dimethylamino)Phenyl]-N-Hydroxy-4,6-Dimethyl-7-Oxo-2,4-Heptadienamide	420.8	38.132698
DB01427	Amrinone	421.8	38.504387
DB00467	Enoxacin	423.0	38.049812
DB09374	Indocyanine green acid form	423.4	38.780895
DB08665	6,11-DIHYDRO-11-ETHYL-6-METHYL-9-NITRO-5H-PYRIDO[2,3-B][1,5]BENZODIAZEPIN-5-ONE	423.8	37.997364
DB09061	Cannabidiol	428.8	38.0656
DB00759	Tetracycline	432.6	38.657158
DB01873	Epothilone D	434.0	38.08759
DB12039	Epicatechin	435.0	38.02198
DB11398	Diclazuril	435.6	38.025257
DB03088	Pidolic acid	436.2	38.946033
DB00605	Sulindac	436.8	37.87919
DB00444	Teniposide	439.8	37.927673
DB08509	1-[6-(2-CHLORO-4-METHYXYPHENOXY)-HEXYL]-IMIDAZOLE	442.0	38.06947
DB00165	Pyridoxine	442.6	37.903576
DB12070	Letermovir	444.4	38.763973
DB04330	Bilh 434	444.6	37.94988
DB00121	Biotin	446.0	38.563496
DB07017	(5S)-2-{[(1S)-1-(4-Fluorophenyl)ethyl]amino}-5-(2-hydroxy-2-propanyl)-5-methyl-1,3-thiazol-4(5H)-one	449.8	39.00192
DB08811	Tofisopam	450.4	38.138283
DB05022	Amonafide	451.2	37.966305
DB00755	Tretinoin	452.4	38.415447
DB00820	Tadalafil	456.0	37.988506
DB09343	Tipiracil	456.0	38.02848
DB06290	Simeprevir	462.4	39.8443
DB03516	Eniluracil	462.4	38.13286
DB13154	Parachlorophenol	466.0	37.880596
DB01592	Iron	467.4	38.496597
DB00541	Vincristine	468.4	37.82418
DB04886	Calanolide A	469.6	38.73415
DB00993	Azathioprine	470.4	38.072384
DB01097	Leflunomide	474.0	37.834156
DB04552	Niflumic acid	477.2	38.30326
DB02383	Tolrestat	477.8	38.17911
DB03796	Palmitic Acid	477.8	37.72471
DB03285	2',4,4'-Trihydroxychalcone	478.4	37.88991
DB00995	Auranofin	478.8	37.716846
DB01101	Capecitabine	481.6	38.51539
DB12301	Doravirine	481.8	37.695282
DB08784	2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID	487.0	38.396137
DB00922	Levosimendan	487.6	37.725616
DB03010	Patupilone	488.0	37.84908
DB08478	N-[2-Chloro-5-(trifluoromethyl)phenyl]imidodicarbonimidic diamide	492.6	37.848324
DB02994	Cacodylic acid	494.4	37.848045
DB09092	Xanthinol	494.8	38.030437
DB01016	Glyburide	495.6	38.554146
DB07273	1-[(2-AMINO-4-CHLORO-5-METHYLPHENYL)SULFONYL]-L-PROLINE	497.2	38.7171
DB01005	Hydroxyurea	498.8	37.837425
DB04967	Lucanthone	501.4	37.95097
DB08604	Triclosan	503.6	38.211845
DB00682	Warfarin	505.6	37.595573
DB01004	Ganciclovir	506.0	39.095444
DB06421	Declopramide	507.6	37.598495
DB13029	MK-0873	508.4	37.543293
DB15586	Patulin	509.6	37.768406
DB01645	Genistein	513.2	39.48643
DB13014	Hypericin	513.8	37.695606
DB03346	3,5,3',5'-Tetrachloro-Biphenyl-4,4'-Diol	514.4	38.00554
DB12096	PF-05175157	515.6	37.998936
DB00384	Triamterene	515.8	37.793354
DB07810	3-(4-HYDROXYPHENYL)-1-(2,4,6-TRIHYDROXYPHENYL)PROPAN-1-ONE	518.4	37.629894
DB12139	Alisporivir	520.0	37.882347
DB07486	3-({4-[(1E)-3-morpholin-4-yl-3-oxoprop-1-en-1-yl]-2,3-bis(trifluoromethyl)phenyl}sulfanyl)aniline	520.6	38.61693
DB09161	Technetium Tc-99m sestamibi	524.2	37.783165
DB00811	Ribavirin	529.8	37.76443
DB08502	Capravirine	530.0	37.99006
DB00163	Vitamin E	530.4	37.558327
DB01206	Lomustine	532.0	38.04247
DB01032	Probenecid	533.4	38.039074
DB07908	7-HYDROXY-4-METHYL-3-(2-HYDROXY-ETHYL)COUMARIN	533.4	37.643654
DB02587	Colforsin	534.2	37.934715
DB04464	N-Formylmethionine	536.0	38.222603
DB13155	Esculin	542.6	37.644806
DB04485	Thymidine	543.4	38.169296
DB04100	(1,10 Phenanthroline)-(Tri-Carbon Monoxide) Rhenium (I)	543.8	37.54482
DB00586	Diclofenac	544.2	37.91411
DB00798	Gentamicin	545.8	37.704567
DB13068	9-(N-methyl-L-isoleucine)-cyclosporin A	546.6	37.76532
DB01327	Cefazolin	549.2	39.178417
DB08713	2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2N-METHYL-2H-TETRAZOL-5-YL]-PHENOL	549.8	37.854603
DB06772	Cabazitaxel	550.4	37.62155
DB03419	Uracil	553.0	37.708946
DB00338	Omeprazole	553.2	37.508015
DB01880	3,4-Dihydroxycinnamic Acid	553.8	39.23059
DB07472	(R)-(+)9B-(3-METHYL)PHENYL-2,3-DIHYDROTHIAZOLO[2,3-A]ISOINDOL-5(9BH)-ONE	555.4	37.6008
DB03118	(2Z)-1-(5-Chloro-1H-indol-3-yl)-3-hydroxy-3-(1H-tetrazol-5-yl)-2-propen-1-one	555.8	38.811016
DB00242	Cladribine	558.8	37.699528
DB01296	Glucosamine	559.4	37.69001
DB09552	Thonzonium	559.6	38.2035
DB12029	Chlorogenic Acid	562.4	37.610077
DB00724	Imiquimod	565.0	37.51887
DB08726	5-(7-(4-(4,5-dihydro-2-oxazolyl)phenoxy)heptyl)-3-methyl isoxazole	565.2	37.983288
DB01412	Theobromine	565.4	37.459538
DB07644	5-[(1S)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine	566.2	37.499306
DB00973	Ezetimibe	568.0	38.603527
DB01059	Norfloxacin	568.0	37.361973
DB00537	Ciprofloxacin	569.2	37.403923
DB05260	Gallium nitrate	570.4	37.99768
DB08660	1,2,5,8-tetrahydroxyanthracene-9,10-dione	571.6	38.113235
DB06769	Bendamustine	573.4	37.34204
DB07870	(2S)-2-(4-{[3-CHLORO-5-(TRIFLUOROMETHYL)PYRIDIN-2-YL]OXY}PHENOXY)PROPANOIC ACID	574.2	37.775948
DB08715	2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[2-METHYL-4-ISOXAZOLYL]-PHENOL	576.2	37.682545
DB01041	Thalidomide	577.0	37.54314
DB11575	Grazoprevir	577.2	37.928394
DB00784	Mefenamic acid	577.4	37.48622
DB01113	Papaverine	578.2	37.422836
DB03781	2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid	578.2	37.80108
DB06266	Lonidamine	579.8	37.551174
DB04474	1-Anilino-8-Naphthalene Sulfonate	581.2	37.713844
DB04149	(R)-Rolipram	583.0	37.24309
DB01692	Dithioerythritol	584.4	37.38277
DB07435	1,2,3-TRIHYDROXY-1,2,3,4-TETRAHYDROBENZO[A]PYRENE	584.8	37.655884
DB01275	Hydralazine	587.0	37.725117
DB00824	Enprofylline	590.2	37.237156
DB00740	Riluzole	591.8	37.40971
DB12651	Bardoxolone	593.6	37.479473
DB08709	2,3-diphenyl-1H-indole-7-carboxylic acid	593.8	37.435364
DB00432	Trifluridine	595.8	37.80558
DB00201	Caffeine	595.8	37.90688
DB11817	Baricitinib	596.2	37.284496
DB06762	Pinacidil	596.2	37.724255
DB00831	Trifluoperazine	597.0	37.23896
DB02315	Cyclic GMP	598.2	37.519897
DB01076	Atorvastatin	600.2	37.53132
DB00356	Chlorzoxazone	601.0	37.513508
DB04447	1,4-Dithiothreitol	601.0	37.341743
DB05223	Pracinostat	602.4	37.326942
DB07394	AUROVERTIN B	608.0	37.42517
DB12912	Nolatrexed	609.4	37.44716
DB01136	Carvedilol	610.0	37.1509
DB02633	Cibacron Blue	610.2	37.200844
DB03467	Naringenin	611.2	37.989796
DB01656	Roflumilast	613.6	37.201023
DB08543	1-[2-HYDROXY-3-(4-CYCLOHEXYL-PHENOXY)-PROPYL]-4-(2-PYRIDYL)-PIPERAZINE	613.6	37.59852
DB00380	Dexrazoxane	613.6	37.20037
DB01223	Aminophylline	613.8	37.369606
DB00861	Diflunisal	614.2	37.213596
DB03902	Oxalic Acid	617.0	37.10737
DB08414	6-CHLORO-2-(1-FURO[2,3-C]PYRIDIN-5-YL-ETHYLSULFANYL)-PYRIMIDIN-4-YLAMINE	619.2	37.301174
DB03017	Lauric acid	620.2	37.344975
DB01418	Acenocoumarol	621.0	37.288044
DB06133	Dimethylcurcumin	621.2	37.171074
DB01045	Rifampicin	623.0	37.22541
DB03410	4-hydroxycoumarin	625.6	37.47371
DB00744	Zileuton	628.0	37.604053
DB08034	(E)-3,4-DIHYDROXY-N'-[(2-METHOXYNAPHTHALEN-1-YL)METHYLENE]BENZOHYDRAZIDE	628.4	38.1421
DB05284	CA4P	629.2	37.101295
DB00157	NADH	629.6	37.28667
DB01204	Mitoxantrone	630.0	37.30794
DB00162	Vitamin A	630.8	37.49702
DB00530	Erlotinib	631.0	37.16271
DB08479	N-(3,5-dimethoxyphenyl)imidodicarbonimidic diamide	631.0	37.26596
DB01942	Formic acid	633.0	37.69821
DB03849	Cilomilast	633.0	37.122166
DB02690	NU1025	633.8	37.255184
DB09338	Mersalyl	635.2	37.9399
DB07795	Fisetin	639.4	38.94995
DB00563	Methotrexate	639.8	38.426197
DB00523	Alitretinoin	640.0	37.312164
DB08100	2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol	641.0	37.04724
DB07453	2-PHENYL-4H-BENZO[H]CHROMEN-4-ONE	641.6	37.288826
DB00358	Mefloquine	646.4	37.124214
DB00533	Rofecoxib	648.8	37.305565
DB07403	4-[(3-CHLORO-4-{[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]AMINO}PHENYL)SULFONYL]-N,N-DIMETHYLBENZAMIDE	652.2	37.16786
DB00299	Penciclovir	652.4	38.55094
DB00851	Dacarbazine	653.2	37.093708
DB08871	Eribulin	654.4	37.11674
DB08058	4-[3-(1,4-diazepan-1-ylcarbonyl)-4-fluorobenzyl]phthalazin-1(2H)-one	656.4	37.03869
DB01131	Proguanil	657.0	36.95781
DB08515	(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	657.2	38.825607
DB03523	Brequinar	659.6	37.089466
DB04975	Banoxantrone	661.0	37.089424
DB01791	Piclamilast	662.8	36.997948
DB04417	P-Nitrophenol	663.0	37.585064
DB09069	Trimetazidine	663.8	37.09127
DB01720	(2z)-2-(Benzoylamino)-3-[4-(2-Bromophenoxy)Phenyl]-2-Propenoic Acid	664.0	38.26339
DB00279	Liothyronine	666.6	37.81941
DB03886	Biopterin	666.6	37.15879
DB00143	Glutathione	667.6	37.92262
DB04139	6-Hydroxypropylthymine	668.4	37.580482
DB04530	S,S-(2-Hydroxyethyl)Thiocysteine	670.8	36.939465
DB07330	trans-4-(7-carbamoyl-1H-benzimidazol-2-yl)-1-propylpiperidinium	671.6	37.04725
DB00435	Nitric Oxide	672.8	37.30139
DB12264	Atevirdine	673.0	37.963615
DB00290	Bleomycin	674.8	37.309795
DB02086	(3,4-Dihydroxy-Phenyl)-Triphenyl-Arsonium	675.6	37.687187
DB07384	1-ACETYL-2-CARBOXYPIPERIDINE	676.2	37.03947
DB05239	Cobimetinib	676.6	36.881477
DB07080	N-(2,2,2-TRIFLUOROETHYL)-N-{4-[2,2,2-TRIFLUORO-1-HYDROXY-1-(TRIFLUOROMETHYL)ETHYL]PHENYL}BENZENESULFONAMIDE	676.8	37.118416
DB12914	MGL-3196	681.6	36.93044
DB09295	Talniflumate	683.0	37.14839
DB04302	4-Hydroxy-3,5-Dimethyl-5-(2-Methyl-Buta-1,3-Dienyl)-5h-Thiophen-2-One	685.2	37.076275
DB06803	Niclosamide	686.0	37.380764
DB01098	Rosuvastatin	687.4	37.383667
DB08598	4-CHLORO-8-METHYL-7-(3-METHYL-BUT-2-ENYL)-6,7,8,9-TETRAHYDRO-2H-2,7,9A-TRIAZA-BENZO[CD]AZULENE-1-THIONE	689.6	37.36567
DB00172	Proline	690.8	37.870415
DB13879	Glecaprevir	693.2	37.463753
DB08012	(METHYLPYRIDAZINE PIPERIDINE ETHYLOXYPHENYL)ETHYLACETATE	694.8	39.037094
DB01268	Sunitinib	694.8	37.24603
DB14002	D-alpha-Tocopherol acetate	696.0	36.884014
DB11757	Istradefylline	696.0	36.83275
DB02746	Phthalic Acid	697.4	36.9099
DB07232	Veliparib	698.0	36.84632
DB07884	ISOPROPYL (2S)-2-ETHYL-7-FLUORO-3-OXO-3,4-DIHYDROQUINOXALINE-1(2H)-CARBOXYLATE	698.0	37.41468
DB13459	Pecilocin	700.6	37.34327
DB11943	Delafloxacin	700.8	37.00496
DB08744	6-methoxy-9-methyl[1,3]dioxolo[4,5-h]quinolin-8(9H)-one	702.8	36.856792
DB00864	Tacrolimus	705.6	37.0684
DB06408	Taribavirin	706.4	37.083187
DB02500	6-(Dihydroxy-Isobutyl)-Thymine	709.4	37.4732
DB05470	VX-702	710.2	37.006416
DB00641	Simvastatin	710.4	37.18554
DB00814	Meloxicam	710.8	36.91004
DB02527	Cyclic adenosine monophosphate	711.6	37.131786
DB08714	2,6-DIMETHYL-1-(3-[3-METHYL-5-ISOXAZOLYL]-PROPANYL)-4-[4-METHYL-2H-TETRAZOL-2-YL]-PHENOL	714.6	37.165318
DB01003	Cromoglicic acid	715.0	37.29558
DB01008	Busulfan	715.8	36.868782
DB15588	Ursolic acid	716.8	37.734303
DB01072	Atazanavir	720.4	38.19944
DB01254	Dasatinib	720.8	36.92278
DB00536	Guanidine	722.4	36.9121
DB00322	Floxuridine	724.2	37.01002
DB09183	Dasabuvir	724.4	36.755775
DB00549	Zafirlukast	725.8	36.832844
DB00627	Niacin	727.6	37.54047
DB11998	Sorivudine	727.8	37.069027
DB09280	Lumacaftor	728.0	36.713356
DB08602	3-(2,6-difluorophenyl)-2-(methylthio)quinazolin-4(3H)-one	728.4	36.805424
DB11712	Tezacaftor	733.4	36.75361
DB00197	Troglitazone	733.8	36.79899
DB14126	Tenofovir	737.0	36.92892
DB12140	Dilmapimod	737.2	36.76593
DB15581	Chrysin	738.0	38.046562
DB02325	Isopropyl alcohol	738.6	36.83042
DB08608	4-({(2R,5S)-2,5-DIMETHYL-4-[(2R)-3,3,3-TRIFLUORO-2-HYDROXY-2-METHYLPROPANOYL]PIPERAZIN-1-YL}CARBONYL)BENZONITRILE	742.2	36.70085
DB11937	Kynurenic Acid	742.6	36.64099
DB01165	Ofloxacin	744.6	36.780388
DB08797	Salicylamide	744.6	36.673363
DB05992	Plinabulin	745.6	36.688652
DB03338	Heptyl-Beta-D-Glucopyranoside	747.0	36.781517
DB06732	beta-Naphthoflavone	747.0	37.365906
DB00939	Meclofenamic acid	748.0	36.78997
DB00636	Clofibrate	749.2	36.651314
DB00398	Sorafenib	750.0	36.813057
DB03442	Acid yellow 54 free acid	751.0	37.545555
DB03166	Acetic acid	751.2	36.646126
DB00887	Bumetanide	751.8	37.03414
DB00577	Valaciclovir	754.2	38.72943
DB08494	S-{2-[(2-chloro-4-sulfamoylphenyl)amino]-2-oxoethyl} 6-methyl-3,4-dihydroquinoline-1(2H)-carbothioate	754.4	37.194584
DB03760	Dihydrolipoic Acid	754.8	36.720295
DB08629	N1-(2-AMINO-4-METHYLPENTYL)OCTAHYDRO-PYRROLO[1,2-A] PYRIMIDINE	755.2	36.765965
DB00500	Tolmetin	756.4	37.53705
DB01120	Gliclazide	758.6	37.101696
DB00503	Ritonavir	758.8	37.831604
DB00412	Rosiglitazone	760.4	36.713036
DB06362	Becatecarin	760.4	36.660404
DB01583	Liotrix	761.0	37.414444
DB08460	3-{5-[(6-amino-1H-pyrazolo[3,4-b]pyridin-3-yl)methoxy]-2-chlorophenoxy}-5-chlorobenzonitrile	761.4	36.773247
DB04345	Lumichrome	762.4	37.020916
DB00903	Etacrynic acid	763.4	36.767582
DB04910	Oxibendazole	766.8	36.79699
DB04571	Trioxsalen	769.0	36.81319
DB13083	Talarozole	771.4	36.68373
DB08446	3-[6-bromo-2-fluoro-3-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-chlorobenzonitrile	776.2	36.605896
DB00261	Anagrelide	777.0	36.858757
DB02513	Thymol	779.6	36.629627
DB00276	Amsacrine	780.4	36.584637
DB08860	Pitavastatin	781.8	37.066395
DB15495	Rocaglamide	783.0	36.6459
DB02021	Fidarestat	785.8	36.719513
DB01373	Calcium	789.6	37.256973
DB07929	N-(TERT-BUTYL)-3,5-DIMETHYL-N'-[(5-METHYL-2,3-DIHYDRO-1,4-BENZODIOXIN-6-YL)CARBONYL]BENZOHYDRAZIDE	791.4	36.67556
DB00400	Griseofulvin	791.8	36.937355
DB03606	(S)-Rolipram	792.2	36.475315
DB07153	6-methyl-5-[3-methyl-3-(3,4,5-trimethoxyphenyl)but-1-yn-1-yl]pyrimidine-2,4-diamine	794.6	36.7626
DB07902	TERT-BUTYL {2-[(1,3-THIAZOL-2-YLAMINO)CARBONYL]PYRIDIN-3-YL}CARBAMATE	796.2	37.19688
DB14001	alpha-Tocopherol succinate	796.8	36.576595
DB11967	Binimetinib	798.2	36.59364
DB01023	Felodipine	798.4	36.526253
DB00213	Pantoprazole	798.6	36.50259
DB05016	Ataluren	800.8	37.263176
DB02105	3,5-Dinitrocatechol	801.0	36.545815
DB08444	3-[2-bromo-4-(1H-pyrazolo[3,4-c]pyridazin-3-ylmethyl)phenoxy]-5-methylbenzonitrile	801.8	36.576954
DB12357	BMS-863233	803.6	37.022095
